datetime,demand_met_mw,date,hour,minute,day_of_week
2025-05-07 03:30:00,177250.0,2025-05-07,3,30,2
2025-05-07 03:45:00,176580.0,2025-05-07,3,45,2
2025-05-07 04:00:00,175909.0,2025-05-07,4,0,2
2025-05-07 04:15:00,176327.0,2025-05-07,4,15,2
2025-05-07 04:30:00,176518.0,2025-05-07,4,30,2
2025-05-07 04:45:00,177080.0,2025-05-07,4,45,2
2025-05-07 05:00:00,176873.0,2025-05-07,5,0,2
2025-05-07 05:15:00,177272.0,2025-05-07,5,15,2
2025-05-07 05:30:00,178359.0,2025-05-07,5,30,2
2025-05-07 05:45:00,178609.0,2025-05-07,5,45,2
2025-05-07 06:00:00,178246.0,2025-05-07,6,0,2
2025-05-07 06:15:00,179031.0,2025-05-07,6,15,2
2025-05-07 06:30:00,180293.0,2025-05-07,6,30,2
2025-05-07 06:45:00,179351.0,2025-05-07,6,45,2
2025-05-07 07:00:00,178982.0,2025-05-07,7,0,2
2025-05-07 07:15:00,179139.0,2025-05-07,7,15,2
2025-05-07 07:30:00,178313.0,2025-05-07,7,30,2
2025-05-07 07:45:00,178274.0,2025-05-07,7,45,2
2025-05-07 08:00:00,178234.0,2025-05-07,8,0,2
2025-05-07 08:15:00,179857.0,2025-05-07,8,15,2
2025-05-07 08:30:00,180903.0,2025-05-07,8,30,2
2025-05-07 08:45:00,183029.0,2025-05-07,8,45,2
2025-05-07 09:00:00,184708.0,2025-05-07,9,0,2
2025-05-07 09:15:00,189731.0,2025-05-07,9,15,2
2025-05-07 09:30:00,191152.0,2025-05-07,9,30,2
2025-05-07 09:45:00,191799.0,2025-05-07,9,45,2
2025-05-07 10:00:00,193154.0,2025-05-07,10,0,2
2025-05-07 10:15:00,194450.0,2025-05-07,10,15,2
2025-05-07 10:30:00,195294.0,2025-05-07,10,30,2
2025-05-07 10:45:00,196336.0,2025-05-07,10,45,2
2025-05-07 11:00:00,196641.0,2025-05-07,11,0,2
2025-05-07 11:15:00,196344.0,2025-05-07,11,15,2
2025-05-07 11:30:00,197477.0,2025-05-07,11,30,2
2025-05-07 11:45:00,198710.0,2025-05-07,11,45,2
2025-05-07 12:00:00,198538.0,2025-05-07,12,0,2
2025-05-07 12:15:00,198124.0,2025-05-07,12,15,2
2025-05-07 12:30:00,198299.0,2025-05-07,12,30,2
2025-05-07 12:45:00,197821.0,2025-05-07,12,45,2
2025-05-07 13:00:00,195886.0,2025-05-07,13,0,2
2025-05-07 13:15:00,193998.0,2025-05-07,13,15,2
2025-05-07 13:30:00,193663.0,2025-05-07,13,30,2
2025-05-07 13:45:00,194305.0,2025-05-07,13,45,2
2025-05-07 14:00:00,194878.0,2025-05-07,14,0,2
2025-05-07 14:15:00,196983.0,2025-05-07,14,15,2
2025-05-07 14:30:00,199156.0,2025-05-07,14,30,2
2025-05-07 14:45:00,200013.0,2025-05-07,14,45,2
2025-05-07 15:00:00,200211.0,2025-05-07,15,0,2
2025-05-07 15:15:00,199892.0,2025-05-07,15,15,2
2025-05-07 15:30:00,199813.0,2025-05-07,15,30,2
2025-05-07 15:45:00,198968.0,2025-05-07,15,45,2
2025-05-07 16:00:00,198042.0,2025-05-07,16,0,2
2025-05-07 16:15:00,196716.0,2025-05-07,16,15,2
2025-05-07 16:30:00,197118.0,2025-05-07,16,30,2
2025-05-07 16:45:00,196403.0,2025-05-07,16,45,2
2025-05-07 17:00:00,194648.0,2025-05-07,17,0,2
2025-05-07 17:15:00,192372.0,2025-05-07,17,15,2
2025-05-07 17:30:00,191692.0,2025-05-07,17,30,2
2025-05-07 17:45:00,190489.0,2025-05-07,17,45,2
2025-05-07 18:00:00,189135.0,2025-05-07,18,0,2
2025-05-07 18:15:00,188387.0,2025-05-07,18,15,2
2025-05-07 18:30:00,190016.0,2025-05-07,18,30,2
2025-05-07 18:45:00,194106.0,2025-05-07,18,45,2
2025-05-07 19:00:00,197248.0,2025-05-07,19,0,2
2025-05-07 19:15:00,199541.0,2025-05-07,19,15,2
2025-05-07 19:30:00,200325.0,2025-05-07,19,30,2
2025-05-07 19:45:00,199524.0,2025-05-07,19,45,2
2025-05-07 20:00:00,197531.0,2025-05-07,20,0,2
2025-05-07 20:15:00,196634.0,2025-05-07,20,15,2
2025-05-07 20:30:00,196582.0,2025-05-07,20,30,2
2025-05-07 20:45:00,197269.0,2025-05-07,20,45,2
2025-05-07 21:00:00,196137.0,2025-05-07,21,0,2
2025-05-07 21:15:00,197526.0,2025-05-07,21,15,2
2025-05-07 21:30:00,199171.0,2025-05-07,21,30,2
2025-05-07 21:45:00,199750.0,2025-05-07,21,45,2
2025-05-07 22:00:00,199539.0,2025-05-07,22,0,2
2025-05-07 22:15:00,201826.0,2025-05-07,22,15,2
2025-05-07 22:30:00,201331.0,2025-05-07,22,30,2
2025-05-07 22:45:00,201144.0,2025-05-07,22,45,2
2025-05-07 23:00:00,200209.0,2025-05-07,23,0,2
2025-05-07 23:15:00,199474.0,2025-05-07,23,15,2
2025-05-07 23:30:00,199142.0,2025-05-07,23,30,2
2025-05-07 23:45:00,197810.0,2025-05-07,23,45,2
2025-05-08 00:00:00,196970.0,2025-05-08,0,0,3
2025-05-08 00:15:00,195205.0,2025-05-08,0,15,3
2025-05-08 00:30:00,193844.0,2025-05-08,0,30,3
2025-05-08 00:45:00,192435.0,2025-05-08,0,45,3
2025-05-08 01:00:00,190215.0,2025-05-08,1,0,3
2025-05-08 01:15:00,188758.0,2025-05-08,1,15,3
2025-05-08 01:30:00,187921.0,2025-05-08,1,30,3
2025-05-08 01:45:00,186202.0,2025-05-08,1,45,3
2025-05-08 02:00:00,184726.0,2025-05-08,2,0,3
2025-05-08 02:15:00,183071.0,2025-05-08,2,15,3
2025-05-08 02:30:00,181537.0,2025-05-08,2,30,3
2025-05-08 02:45:00,180964.0,2025-05-08,2,45,3
2025-05-08 03:00:00,179797.0,2025-05-08,3,0,3
2025-05-08 03:15:00,179207.0,2025-05-08,3,15,3
2025-05-08 03:30:00,178402.0,2025-05-08,3,30,3
2025-05-08 03:45:00,178024.0,2025-05-08,3,45,3
2025-05-08 04:00:00,177370.0,2025-05-08,4,0,3
2025-05-08 04:15:00,177356.0,2025-05-08,4,15,3
2025-05-08 04:30:00,177917.0,2025-05-08,4,30,3
2025-05-08 04:45:00,178020.0,2025-05-08,4,45,3
2025-05-08 05:00:00,177933.0,2025-05-08,5,0,3
2025-05-08 05:15:00,178308.0,2025-05-08,5,15,3
2025-05-08 05:30:00,179999.0,2025-05-08,5,30,3
2025-05-08 05:45:00,181186.0,2025-05-08,5,45,3
2025-05-08 06:00:00,181412.0,2025-05-08,6,0,3
2025-05-08 06:15:00,181720.0,2025-05-08,6,15,3
2025-05-08 06:30:00,181696.0,2025-05-08,6,30,3
2025-05-08 06:45:00,181526.0,2025-05-08,6,45,3
2025-05-08 07:00:00,181644.0,2025-05-08,7,0,3
2025-05-08 07:15:00,182347.0,2025-05-08,7,15,3
2025-05-08 07:30:00,182557.0,2025-05-08,7,30,3
2025-05-08 07:45:00,183681.0,2025-05-08,7,45,3
2025-05-08 08:00:00,183800.0,2025-05-08,8,0,3
2025-05-08 08:15:00,185187.0,2025-05-08,8,15,3
2025-05-08 08:30:00,187235.0,2025-05-08,8,30,3
2025-05-08 08:45:00,188115.0,2025-05-08,8,45,3
2025-05-08 09:00:00,189952.0,2025-05-08,9,0,3
2025-05-08 09:15:00,193916.0,2025-05-08,9,15,3
2025-05-08 09:30:00,196979.0,2025-05-08,9,30,3
2025-05-08 09:45:00,198041.0,2025-05-08,9,45,3
2025-05-08 10:00:00,198709.0,2025-05-08,10,0,3
2025-05-08 10:15:00,199409.0,2025-05-08,10,15,3
2025-05-08 10:30:00,198933.0,2025-05-08,10,30,3
2025-05-08 10:45:00,198839.0,2025-05-08,10,45,3
2025-05-08 11:00:00,199264.0,2025-05-08,11,0,3
2025-05-08 11:15:00,199693.0,2025-05-08,11,15,3
2025-05-08 11:30:00,200786.0,2025-05-08,11,30,3
2025-05-08 11:45:00,201884.0,2025-05-08,11,45,3
2025-05-08 12:00:00,202432.0,2025-05-08,12,0,3
2025-05-08 12:15:00,201313.0,2025-05-08,12,15,3
2025-05-08 12:30:00,202012.0,2025-05-08,12,30,3
2025-05-08 12:45:00,202400.0,2025-05-08,12,45,3
2025-05-08 13:00:00,200911.0,2025-05-08,13,0,3
2025-05-08 13:15:00,198344.0,2025-05-08,13,15,3
2025-05-08 13:30:00,198204.0,2025-05-08,13,30,3
2025-05-08 13:45:00,199463.0,2025-05-08,13,45,3
2025-05-08 14:00:00,201216.0,2025-05-08,14,0,3
2025-05-08 14:15:00,201525.0,2025-05-08,14,15,3
2025-05-08 14:30:00,204038.0,2025-05-08,14,30,3
2025-05-08 14:45:00,204326.0,2025-05-08,14,45,3
2025-05-08 15:00:00,205144.0,2025-05-08,15,0,3
2025-05-08 15:15:00,204125.0,2025-05-08,15,15,3
2025-05-08 15:30:00,204438.0,2025-05-08,15,30,3
2025-05-08 15:45:00,203500.0,2025-05-08,15,45,3
2025-05-08 16:00:00,202270.0,2025-05-08,16,0,3
2025-05-08 16:15:00,200764.0,2025-05-08,16,15,3
2025-05-08 16:30:00,200415.0,2025-05-08,16,30,3
2025-05-08 16:45:00,198174.0,2025-05-08,16,45,3
2025-05-08 17:00:00,197049.0,2025-05-08,17,0,3
2025-05-08 17:15:00,195338.0,2025-05-08,17,15,3
2025-05-08 17:30:00,193544.0,2025-05-08,17,30,3
2025-05-08 17:45:00,192700.0,2025-05-08,17,45,3
2025-05-08 18:00:00,191891.0,2025-05-08,18,0,3
2025-05-08 18:15:00,191119.0,2025-05-08,18,15,3
2025-05-08 18:30:00,193944.0,2025-05-08,18,30,3
2025-05-08 18:45:00,198053.0,2025-05-08,18,45,3
2025-05-08 19:00:00,201711.0,2025-05-08,19,0,3
2025-05-08 19:15:00,205174.0,2025-05-08,19,15,3
2025-05-08 19:30:00,207157.0,2025-05-08,19,30,3
2025-05-08 19:45:00,208318.0,2025-05-08,19,45,3
2025-05-08 20:00:00,207728.0,2025-05-08,20,0,3
2025-05-08 20:15:00,206390.0,2025-05-08,20,15,3
2025-05-08 20:30:00,205108.0,2025-05-08,20,30,3
2025-05-08 20:45:00,204468.0,2025-05-08,20,45,3
2025-05-08 21:00:00,203465.0,2025-05-08,21,0,3
2025-05-08 21:15:00,203135.0,2025-05-08,21,15,3
2025-05-08 21:30:00,202764.0,2025-05-08,21,30,3
2025-05-08 21:45:00,202315.0,2025-05-08,21,45,3
2025-05-08 22:00:00,200761.0,2025-05-08,22,0,3
2025-05-08 22:15:00,202365.0,2025-05-08,22,15,3
2025-05-08 22:30:00,201980.0,2025-05-08,22,30,3
2025-05-08 22:45:00,200493.0,2025-05-08,22,45,3
2025-05-08 23:00:00,200050.0,2025-05-08,23,0,3
2025-05-08 23:15:00,199379.0,2025-05-08,23,15,3
2025-05-08 23:30:00,198585.0,2025-05-08,23,30,3
2025-05-08 23:45:00,197118.0,2025-05-08,23,45,3
2025-05-09 00:00:00,196212.0,2025-05-09,0,0,4
2025-05-09 00:15:00,196715.0,2025-05-09,0,15,4
2025-05-09 00:30:00,195970.0,2025-05-09,0,30,4
2025-05-09 00:45:00,194899.0,2025-05-09,0,45,4
2025-05-09 01:00:00,194250.0,2025-05-09,1,0,4
2025-05-09 01:15:00,192896.0,2025-05-09,1,15,4
2025-05-09 01:30:00,192487.0,2025-05-09,1,30,4
2025-05-09 01:45:00,191552.0,2025-05-09,1,45,4
2025-05-09 02:00:00,189316.0,2025-05-09,2,0,4
2025-05-09 02:15:00,188607.0,2025-05-09,2,15,4
2025-05-09 02:30:00,187364.0,2025-05-09,2,30,4
2025-05-09 02:45:00,186683.0,2025-05-09,2,45,4
2025-05-09 03:00:00,185431.0,2025-05-09,3,0,4
2025-05-09 03:15:00,184783.0,2025-05-09,3,15,4
2025-05-09 03:30:00,184295.0,2025-05-09,3,30,4
2025-05-09 03:45:00,183271.0,2025-05-09,3,45,4
2025-05-09 04:00:00,182693.0,2025-05-09,4,0,4
2025-05-09 04:15:00,182962.0,2025-05-09,4,15,4
2025-05-09 04:30:00,183394.0,2025-05-09,4,30,4
2025-05-09 04:45:00,183833.0,2025-05-09,4,45,4
2025-05-09 05:00:00,183181.0,2025-05-09,5,0,4
2025-05-09 05:15:00,184001.0,2025-05-09,5,15,4
2025-05-09 05:30:00,185567.0,2025-05-09,5,30,4
2025-05-09 05:45:00,186871.0,2025-05-09,5,45,4
2025-05-09 06:00:00,187219.0,2025-05-09,6,0,4
2025-05-09 06:15:00,187647.0,2025-05-09,6,15,4
2025-05-09 06:30:00,188158.0,2025-05-09,6,30,4
2025-05-09 06:45:00,188387.0,2025-05-09,6,45,4
2025-05-09 07:00:00,187493.0,2025-05-09,7,0,4
2025-05-09 07:15:00,187106.0,2025-05-09,7,15,4
2025-05-09 07:30:00,186583.0,2025-05-09,7,30,4
2025-05-09 07:45:00,186113.0,2025-05-09,7,45,4
2025-05-09 08:00:00,185787.0,2025-05-09,8,0,4
2025-05-09 08:15:00,186890.0,2025-05-09,8,15,4
2025-05-09 08:30:00,188294.0,2025-05-09,8,30,4
2025-05-09 08:45:00,190226.0,2025-05-09,8,45,4
2025-05-09 09:00:00,191544.0,2025-05-09,9,0,4
2025-05-09 09:15:00,195589.0,2025-05-09,9,15,4
2025-05-09 09:30:00,198125.0,2025-05-09,9,30,4
2025-05-09 09:45:00,199775.0,2025-05-09,9,45,4
2025-05-09 10:00:00,201230.0,2025-05-09,10,0,4
2025-05-09 10:15:00,201783.0,2025-05-09,10,15,4
2025-05-09 10:30:00,202837.0,2025-05-09,10,30,4
2025-05-09 10:45:00,203628.0,2025-05-09,10,45,4
2025-05-09 11:00:00,203962.0,2025-05-09,11,0,4
2025-05-09 11:15:00,205769.0,2025-05-09,11,15,4
2025-05-09 11:30:00,206683.0,2025-05-09,11,30,4
2025-05-09 11:45:00,207233.0,2025-05-09,11,45,4
2025-05-09 12:00:00,207421.0,2025-05-09,12,0,4
2025-05-09 12:15:00,205790.0,2025-05-09,12,15,4
2025-05-09 12:30:00,206970.0,2025-05-09,12,30,4
2025-05-09 12:45:00,206155.0,2025-05-09,12,45,4
2025-05-09 13:00:00,204238.0,2025-05-09,13,0,4
2025-05-09 13:15:00,203000.0,2025-05-09,13,15,4
2025-05-09 13:30:00,203030.0,2025-05-09,13,30,4
2025-05-09 13:45:00,204200.0,2025-05-09,13,45,4
2025-05-09 14:00:00,206008.0,2025-05-09,14,0,4
2025-05-09 14:15:00,208082.0,2025-05-09,14,15,4
2025-05-09 14:30:00,210238.0,2025-05-09,14,30,4
2025-05-09 14:45:00,210721.0,2025-05-09,14,45,4
2025-05-09 15:00:00,211734.0,2025-05-09,15,0,4
2025-05-09 15:15:00,211427.0,2025-05-09,15,15,4
2025-05-09 15:30:00,211701.0,2025-05-09,15,30,4
2025-05-09 15:45:00,211807.0,2025-05-09,15,45,4
2025-05-09 16:00:00,210371.0,2025-05-09,16,0,4
2025-05-09 16:15:00,209306.0,2025-05-09,16,15,4
2025-05-09 16:30:00,209066.0,2025-05-09,16,30,4
2025-05-09 16:45:00,207568.0,2025-05-09,16,45,4
2025-05-09 17:00:00,206363.0,2025-05-09,17,0,4
2025-05-09 17:15:00,203861.0,2025-05-09,17,15,4
2025-05-09 17:30:00,202883.0,2025-05-09,17,30,4
2025-05-09 17:45:00,201870.0,2025-05-09,17,45,4
2025-05-09 18:00:00,199585.0,2025-05-09,18,0,4
2025-05-09 18:15:00,197699.0,2025-05-09,18,15,4
2025-05-09 18:30:00,199590.0,2025-05-09,18,30,4
2025-05-09 18:45:00,204011.0,2025-05-09,18,45,4
2025-05-09 19:00:00,207841.0,2025-05-09,19,0,4
2025-05-09 19:15:00,210118.0,2025-05-09,19,15,4
2025-05-09 19:30:00,210765.0,2025-05-09,19,30,4
2025-05-09 19:45:00,212063.0,2025-05-09,19,45,4
2025-05-09 20:00:00,211373.0,2025-05-09,20,0,4
2025-05-09 20:15:00,209825.0,2025-05-09,20,15,4
2025-05-09 20:30:00,207949.0,2025-05-09,20,30,4
2025-05-09 20:45:00,207604.0,2025-05-09,20,45,4
2025-05-09 21:00:00,207405.0,2025-05-09,21,0,4
2025-05-09 21:15:00,205490.0,2025-05-09,21,15,4
2025-05-09 21:30:00,205716.0,2025-05-09,21,30,4
2025-05-09 21:45:00,206617.0,2025-05-09,21,45,4
2025-05-09 22:00:00,206639.0,2025-05-09,22,0,4
2025-05-09 22:15:00,209033.0,2025-05-09,22,15,4
2025-05-09 22:30:00,209542.0,2025-05-09,22,30,4
2025-05-09 22:45:00,210457.0,2025-05-09,22,45,4
2025-05-09 23:00:00,210463.0,2025-05-09,23,0,4
2025-05-09 23:15:00,210117.0,2025-05-09,23,15,4
2025-05-09 23:30:00,209771.0,2025-05-09,23,30,4
2025-05-09 23:45:00,209163.0,2025-05-09,23,45,4
2025-05-10 00:00:00,207952.0,2025-05-10,0,0,5
2025-05-10 00:15:00,207135.0,2025-05-10,0,15,5
2025-05-10 00:30:00,205933.0,2025-05-10,0,30,5
2025-05-10 00:45:00,205018.0,2025-05-10,0,45,5
2025-05-10 01:00:00,203125.0,2025-05-10,1,0,5
2025-05-10 01:15:00,201609.0,2025-05-10,1,15,5
2025-05-10 01:30:00,198410.0,2025-05-10,1,30,5
2025-05-10 01:45:00,196352.0,2025-05-10,1,45,5
2025-05-10 02:00:00,194287.0,2025-05-10,2,0,5
2025-05-10 02:15:00,193173.0,2025-05-10,2,15,5
2025-05-10 02:30:00,192310.0,2025-05-10,2,30,5
2025-05-10 02:45:00,191085.0,2025-05-10,2,45,5
2025-05-10 03:00:00,190584.0,2025-05-10,3,0,5
2025-05-10 03:15:00,190622.0,2025-05-10,3,15,5
2025-05-10 03:30:00,190310.0,2025-05-10,3,30,5
2025-05-10 03:45:00,189291.0,2025-05-10,3,45,5
2025-05-10 04:00:00,188386.0,2025-05-10,4,0,5
2025-05-10 04:15:00,189356.0,2025-05-10,4,15,5
2025-05-10 04:30:00,189435.0,2025-05-10,4,30,5
2025-05-10 04:45:00,189898.0,2025-05-10,4,45,5
2025-05-10 05:00:00,189120.0,2025-05-10,5,0,5
2025-05-10 05:15:00,189521.0,2025-05-10,5,15,5
2025-05-10 05:30:00,190578.0,2025-05-10,5,30,5
2025-05-10 05:45:00,190803.0,2025-05-10,5,45,5
2025-05-10 06:00:00,189402.0,2025-05-10,6,0,5
2025-05-10 06:15:00,189734.0,2025-05-10,6,15,5
2025-05-10 06:30:00,190706.0,2025-05-10,6,30,5
2025-05-10 06:45:00,189386.0,2025-05-10,6,45,5
2025-05-10 07:00:00,188856.0,2025-05-10,7,0,5
2025-05-10 07:15:00,189317.0,2025-05-10,7,15,5
2025-05-10 07:30:00,190191.0,2025-05-10,7,30,5
2025-05-10 07:45:00,190403.0,2025-05-10,7,45,5
2025-05-10 08:00:00,190576.0,2025-05-10,8,0,5
2025-05-10 08:15:00,192103.0,2025-05-10,8,15,5
2025-05-10 08:30:00,193512.0,2025-05-10,8,30,5
2025-05-10 08:45:00,194575.0,2025-05-10,8,45,5
2025-05-10 09:00:00,195289.0,2025-05-10,9,0,5
2025-05-10 09:15:00,199658.0,2025-05-10,9,15,5
2025-05-10 09:30:00,202016.0,2025-05-10,9,30,5
2025-05-10 09:45:00,204030.0,2025-05-10,9,45,5
2025-05-10 10:00:00,204895.0,2025-05-10,10,0,5
2025-05-10 10:15:00,205406.0,2025-05-10,10,15,5
2025-05-10 10:30:00,207470.0,2025-05-10,10,30,5
2025-05-10 10:45:00,208581.0,2025-05-10,10,45,5
2025-05-10 11:00:00,208846.0,2025-05-10,11,0,5
2025-05-10 11:15:00,209554.0,2025-05-10,11,15,5
2025-05-10 11:30:00,210411.0,2025-05-10,11,30,5
2025-05-10 11:45:00,210952.0,2025-05-10,11,45,5
2025-05-10 12:00:00,209807.0,2025-05-10,12,0,5
2025-05-10 12:15:00,209912.0,2025-05-10,12,15,5
2025-05-10 12:30:00,210107.0,2025-05-10,12,30,5
2025-05-10 12:45:00,210074.0,2025-05-10,12,45,5
2025-05-10 13:00:00,208373.0,2025-05-10,13,0,5
2025-05-10 13:15:00,206393.0,2025-05-10,13,15,5
2025-05-10 13:30:00,207017.0,2025-05-10,13,30,5
2025-05-10 13:45:00,209684.0,2025-05-10,13,45,5
2025-05-10 14:00:00,211965.0,2025-05-10,14,0,5
2025-05-10 14:15:00,213997.0,2025-05-10,14,15,5
2025-05-10 14:30:00,215135.0,2025-05-10,14,30,5
2025-05-10 14:45:00,215865.0,2025-05-10,14,45,5
2025-05-10 15:00:00,216182.0,2025-05-10,15,0,5
2025-05-10 15:15:00,215312.0,2025-05-10,15,15,5
2025-05-10 15:30:00,215004.0,2025-05-10,15,30,5
2025-05-10 15:45:00,213534.0,2025-05-10,15,45,5
2025-05-10 16:00:00,212788.0,2025-05-10,16,0,5
2025-05-10 16:15:00,210700.0,2025-05-10,16,15,5
2025-05-10 16:30:00,210694.0,2025-05-10,16,30,5
2025-05-10 16:45:00,209397.0,2025-05-10,16,45,5
2025-05-10 17:00:00,207088.0,2025-05-10,17,0,5
2025-05-10 17:15:00,203467.0,2025-05-10,17,15,5
2025-05-10 17:30:00,202922.0,2025-05-10,17,30,5
2025-05-10 17:45:00,201590.0,2025-05-10,17,45,5
2025-05-10 18:00:00,200370.0,2025-05-10,18,0,5
2025-05-10 18:15:00,198073.0,2025-05-10,18,15,5
2025-05-10 18:30:00,200982.0,2025-05-10,18,30,5
2025-05-10 18:45:00,204783.0,2025-05-10,18,45,5
2025-05-10 19:00:00,207328.0,2025-05-10,19,0,5
2025-05-10 19:15:00,210037.0,2025-05-10,19,15,5
2025-05-10 19:30:00,211735.0,2025-05-10,19,30,5
2025-05-10 19:45:00,212753.0,2025-05-10,19,45,5
2025-05-10 20:00:00,212605.0,2025-05-10,20,0,5
2025-05-10 20:15:00,211769.0,2025-05-10,20,15,5
2025-05-10 20:30:00,211197.0,2025-05-10,20,30,5
2025-05-10 20:45:00,210887.0,2025-05-10,20,45,5
2025-05-10 21:00:00,209519.0,2025-05-10,21,0,5
2025-05-10 21:15:00,208519.0,2025-05-10,21,15,5
2025-05-10 21:30:00,209038.0,2025-05-10,21,30,5
2025-05-10 21:45:00,208669.0,2025-05-10,21,45,5
2025-05-10 22:00:00,208699.0,2025-05-10,22,0,5
2025-05-10 22:15:00,211758.0,2025-05-10,22,15,5
2025-05-10 22:30:00,212422.0,2025-05-10,22,30,5
2025-05-10 22:45:00,212859.0,2025-05-10,22,45,5
2025-05-10 23:00:00,214906.0,2025-05-10,23,0,5
2025-05-10 23:15:00,215093.0,2025-05-10,23,15,5
2025-05-10 23:30:00,214686.0,2025-05-10,23,30,5
2025-05-10 23:45:00,213876.0,2025-05-10,23,45,5
2025-05-11 00:00:00,212053.0,2025-05-11,0,0,6
2025-05-11 00:15:00,212447.0,2025-05-11,0,15,6
2025-05-11 00:30:00,210922.0,2025-05-11,0,30,6
2025-05-11 00:45:00,209524.0,2025-05-11,0,45,6
2025-05-11 01:00:00,207802.0,2025-05-11,1,0,6
2025-05-11 01:15:00,206139.0,2025-05-11,1,15,6
2025-05-11 01:30:00,204779.0,2025-05-11,1,30,6
2025-05-11 01:45:00,203103.0,2025-05-11,1,45,6
2025-05-11 02:00:00,201387.0,2025-05-11,2,0,6
2025-05-11 02:15:00,200701.0,2025-05-11,2,15,6
2025-05-11 02:30:00,199209.0,2025-05-11,2,30,6
2025-05-11 02:45:00,198411.0,2025-05-11,2,45,6
2025-05-11 03:00:00,197501.0,2025-05-11,3,0,6
2025-05-11 03:15:00,196859.0,2025-05-11,3,15,6
2025-05-11 03:30:00,196098.0,2025-05-11,3,30,6
2025-05-11 03:45:00,195226.0,2025-05-11,3,45,6
2025-05-11 04:00:00,193431.0,2025-05-11,4,0,6
2025-05-11 04:15:00,194453.0,2025-05-11,4,15,6
2025-05-11 04:30:00,194738.0,2025-05-11,4,30,6
2025-05-11 04:45:00,194421.0,2025-05-11,4,45,6
2025-05-11 05:00:00,192825.0,2025-05-11,5,0,6
2025-05-11 05:15:00,193705.0,2025-05-11,5,15,6
2025-05-11 05:30:00,194404.0,2025-05-11,5,30,6
2025-05-11 05:45:00,193753.0,2025-05-11,5,45,6
2025-05-11 06:00:00,192336.0,2025-05-11,6,0,6
2025-05-11 06:15:00,192302.0,2025-05-11,6,15,6
2025-05-11 06:30:00,191534.0,2025-05-11,6,30,6
2025-05-11 06:45:00,190586.0,2025-05-11,6,45,6
2025-05-11 07:00:00,189669.0,2025-05-11,7,0,6
2025-05-11 07:15:00,189165.0,2025-05-11,7,15,6
2025-05-11 07:30:00,189100.0,2025-05-11,7,30,6
2025-05-11 07:45:00,187740.0,2025-05-11,7,45,6
2025-05-11 08:00:00,187027.0,2025-05-11,8,0,6
2025-05-11 08:15:00,187291.0,2025-05-11,8,15,6
2025-05-11 08:30:00,188527.0,2025-05-11,8,30,6
2025-05-11 08:45:00,190054.0,2025-05-11,8,45,6
2025-05-11 09:00:00,190957.0,2025-05-11,9,0,6
2025-05-11 09:15:00,194573.0,2025-05-11,9,15,6
2025-05-11 09:30:00,195857.0,2025-05-11,9,30,6
2025-05-11 09:45:00,196157.0,2025-05-11,9,45,6
2025-05-11 10:00:00,196516.0,2025-05-11,10,0,6
2025-05-11 10:15:00,196550.0,2025-05-11,10,15,6
2025-05-11 10:30:00,197654.0,2025-05-11,10,30,6
2025-05-11 10:45:00,198109.0,2025-05-11,10,45,6
2025-05-11 11:00:00,198764.0,2025-05-11,11,0,6
2025-05-11 11:15:00,198901.0,2025-05-11,11,15,6
2025-05-11 11:30:00,199846.0,2025-05-11,11,30,6
2025-05-11 11:45:00,200383.0,2025-05-11,11,45,6
2025-05-11 12:00:00,199847.0,2025-05-11,12,0,6
2025-05-11 12:15:00,200436.0,2025-05-11,12,15,6
2025-05-11 12:30:00,201121.0,2025-05-11,12,30,6
2025-05-11 12:45:00,200936.0,2025-05-11,12,45,6
2025-05-11 13:00:00,200073.0,2025-05-11,13,0,6
2025-05-11 13:15:00,199564.0,2025-05-11,13,15,6
2025-05-11 13:30:00,200212.0,2025-05-11,13,30,6
2025-05-11 13:45:00,201150.0,2025-05-11,13,45,6
2025-05-11 14:00:00,202122.0,2025-05-11,14,0,6
2025-05-11 14:15:00,201650.0,2025-05-11,14,15,6
2025-05-11 14:30:00,202941.0,2025-05-11,14,30,6
2025-05-11 15:00:00,204429.0,2025-05-11,15,0,6
2025-05-11 15:15:00,204167.0,2025-05-11,15,15,6
2025-05-11 15:30:00,204309.0,2025-05-11,15,30,6
2025-05-11 15:45:00,203174.0,2025-05-11,15,45,6
2025-05-11 16:00:00,201640.0,2025-05-11,16,0,6
2025-05-11 16:15:00,199251.0,2025-05-11,16,15,6
2025-05-11 16:30:00,198529.0,2025-05-11,16,30,6
2025-05-11 16:45:00,197319.0,2025-05-11,16,45,6
2025-05-11 17:00:00,194346.0,2025-05-11,17,0,6
2025-05-11 17:15:00,191479.0,2025-05-11,17,15,6
2025-05-11 17:30:00,189915.0,2025-05-11,17,30,6
2025-05-11 17:45:00,188206.0,2025-05-11,17,45,6
2025-05-11 18:00:00,186362.0,2025-05-11,18,0,6
2025-05-11 18:15:00,185893.0,2025-05-11,18,15,6
2025-05-11 18:30:00,184178.0,2025-05-11,18,30,6
2025-05-11 18:45:00,186970.0,2025-05-11,18,45,6
2025-05-11 19:00:00,189431.0,2025-05-11,19,0,6
2025-05-11 19:15:00,192857.0,2025-05-11,19,15,6
2025-05-11 19:30:00,194243.0,2025-05-11,19,30,6
2025-05-11 19:45:00,194873.0,2025-05-11,19,45,6
2025-05-11 20:00:00,194995.0,2025-05-11,20,0,6
